"id","regtime(in unixtime)","country","device","app_language","user_language"
"12903712858842132","1470169741","DE","samsung SM-G920F","de","de_DE"
"1285066126103805","1470702635","FR","HUAWEI Y635-L21","fr","fr_FR"
"12e73bdd2d985d4b359156a1c6d453f0","1471903685","BR","samsung SM-J710MN","en","pt_BR"
"12d23dcd5b8c59447e9abe253cdb39dd","1472156942","US","samsung SM-G550T1","en","en_US"
"12d97833cac1710a736202d98a2f27e1","1472166961","US","samsung SM-S820L","en","en_US"
"12500566740067460","1470564721","AU","samsung SM-N920I","en","en_AU"
"12314427772298493","1471336006","US","samsung GT-P3113","en","en_US"
"13047851245810697","1470579341","FR","Sony D5503","fr","fr_FR"
"13181c3a942a0f4b81a7a66465a2627a","1471856045","DE","samsung SM-G920F","de","de_DE"
"13208321557632250","1471100234","RO","samsung GT-I9301I","en","ro_RO"
"13147512397923575","1470917637","FR","LENOVO Lenovo B8000-F","fr","fr_FR"
"13173243442189430","1471012204","FR","LOGICOM L-EMENT 741","fr","fr_FR"
"1332492422505674","1470675526","AU","samsung GT-I9505","en","en_AU"
"13341184498275557","1471018961","US","samsung SPH-L720T","en","en_US"
"12979496038425734","1470247064","CA","HUAWEI HUAWEI Y330-U05","en","en_US"
"13006800511698032","1470942706","US","samsung SM-G920P","en","en_US"
"13208765468054731","1471425826","DE","HUAWEI CHC-U01","de","pl_PL"
"1328776952698068","1471270898","US","LGE VS880","en","en_US"
"12777825349694508","1470987315","DE","samsung SM-G925F","de","de_DE"
"12782589531440247","1471569341","US","LGE LG-V410","en","en_US"
"13402472362251382","1471562543","GB","Pegatron Hudl 2","en","en_GB"
"13403807088006192","1471512389","RO","samsung GT-I9301I","en","ro_RO"
"13587180743390363","1471486659","US","samsung SAMSUNG-SM-G930A","en","en_US"
"136bd82919e5f7ec51ed7ed738973342","1471960685","TR","samsung SM-T110","en","tr_TR"
"13494887648273535","1471115049","FR","archos Archos 90b Neon","fr","fr_FR"
"13432463730771135","1471478736","US","Proscan PLT9650G","en","en_US"
"13612740265063514","1471290967","US","samsung SM-G930V","en","en_US"
"13655793853236303","1470998864","BE","HUAWEI HUAWEI SCL-L01","fr","fr_BE"
"13199675081749667","1471604118","GB","Sony E2105","en","en_GB"
"13336523426583739","1471439176","PL","samsung GT-I9060I","en","pl_PL"
"13352109230982209","1471370616","US","samsung SM-T550","en","en_US"
"13688894182626481","1471268176","GB","samsung SM-J500FN","en","en_GB"
"13622932239303904","1471175829","AU","samsung SM-J200Y","en","en_AU"
"1398162531259402","1471355034","ES","Sony D5103","en","es_ES"
"13800285500453992","1471213237","CA","samsung SM-T710","fr","fr_CA"
"13977990100403426","1471387707","US","samsung GT-N8013","en","en_US"
"13767258032010277","1470298526","US","samsung SM-G900P","en","en_US"
"a8ff64214b3922b2213c99a9affb97ad","1472259962","BR","samsung SM-T116BU","en","pt_BR"
"c75f9ddb0dfb5a461502130d136441da","1472623258","US","HTC HTC Desire 626s","en","en_US"
"c7b76c649b290e5d9a0b87e0ffbb1dd7","1472671558","RO","samsung SM-G800F","en","ro_RO"
"aedb350f40827579e6e6ffb0eda0727f","1472327881","BR","samsung SM-J700M","en","pt_BR"
"f42e4fd45521d5ba727dcfc8aeb755bf","1472627877","ES","samsung SM-G850F","en","es_ES"
"f842c9daebbd3cdb10fdbb991dfb08bd","1472470057","US","asus Nexus 7","en","en_US"
"b2ed2a6fe0ea80887e0c7bf4a0a1a1ac","1472537758","PL","LENOVO LIFETAB_P733X","en","pl_PL"
"b311b34cc961443f005e3ba2e3c3ba97","1472376300","NL","samsung SM-G900F","en","nl_NL"
"b4a431fdfb44a7776f6f96bb303f32a0","1472264760","US","samsung SAMSUNG-SM-G890A","en","en_US"
"f9f45cc8beb47a08cc94e596a789c606","1472280060","TR","samsung SM-T532","en","tr_TR"
"cef6116451de2ed6e2e9a930a77b7405","1472570878","DE","Sony F3111","de","de_DE"
"fe3259fa52497ff54e83b83402b59993","1472474998","FR","samsung GT-I9195","fr","fr_FR"
"b614373ceffbfade50e456817f204897","1472391184","NL","WIKO SUNSET2","en","nl_NL"
"b7cdce50d0db816390d37f91089297b1","1472217543","TR","samsung SM-J700F","en","tr_TR"
"d404de4c1e5e97bb94940a566bf94e55","1472247303","CA","motorola MotoG3","en","en_CA"
"d5be0301b274f17f31541204bba35e58","1472643478","US","motorola MotoG3","en","en_US"
"bb1c56ea1e26a64f383bb6a11ee2b8fd","1472682717","GB","samsung SM-T710","en","en_GB"
"bdbf3dbd470e6c8b353e520b6a505098","1472638677","NL","samsung SM-T110","en","nl_NL"
"be1a72f87a62507b049c7eb85467f001","1472318760","US","samsung SM-G925F","en","en_US"
"d8dccc5a0bdb031b01fe820160e75001","1472196601","US","samsung SAMSUNG-SM-N910A","en","en_US"
"dc40899be204883e17a2732f790fe00c","1472277961","SE","samsung SM-T550","en","sv_SE"
"c11ba9c5e59f0aed7af80ac42c03461b","1472595238","US","samsung SM-T530NU","en","en_US"
"c1cc4d221bd757a061fd49aa1e27d040","1472418960","BE","asus K01B","en","nl_BE"
"c4c9cefbd95c290077b299b02a7292f5","1472178423","GB","samsung SM-G920F","en","en_GB"
"c7e99f710b5235914f491421cf71e1f6","1472528938","US","samsung SM-G530T1","en","en_US"
"de4480cf165618a569df7e2e899dd162","1472646599","US","LENOVO Lenovo TAB 2 A10-70F","en","en_US"
"e0628479f9456cc19c540ef007121d55","1472557138","IT","HUAWEI HUAWEI SCL-L01","en","it_IT"
"e0eae009ee7c79e001e2d9f679f816c5","1472558521","NL","samsung SM-G935F","en","hu_HU"
"ca81cdbf4269626c1e426b213bd43ffe","1472511239","US","Southern Telecom EM756","en","en_US"
"e985e67c1ca25fc0dfa4b113cdca148f","1472184361","US","samsung SAMSUNG-SM-N930A","en","en_US"
"d16bbf92c5f744d2cedf9c06ee38b2b7","1472647859","GB","samsung SM-G935F","en","sk_SK"
"d1dec8f20d849228ae1c4d8a22a5fbb5","1472282881","US","samsung SM-G920V","en","en_US"
"ecde5bc0d2ff07503ef895a8037cc44e","1472546518","TR","samsung GT-I9060I","en","tr_TR"
"d7733614fd0c0345080022a06b1c8b21","1472566678","ES","samsung GT-I9505","en","es_ES"
"eeb91b623a6f9312911d9409d31750e3","1472208362","GB","samsung SM-G935F","en","en_GB"
"eff37cc236b818f267b3663b824de100","1472418959","GB","HUAWEI ALE-L21","en","en_GB"
"f1c009c18f0edd92e61bd265bfbe3830","1472504698","GB","samsung SM-G900F","en","en_GB"
"f33452f96197d0dddcc5e6fb1c1deb8f","1472288763","TR","samsung SM-T113","en","tr_TR"
"de22af53973275d0e3d8aa388b84fb1c","1472598659","US","motorola XT1064","en","en_US"
"de738e881703d67a8fd30632ce9e8a11","1472202303","DE","samsung SM-T235","de","de_DE"
"f7a07747cbff4da790313a66c558bf14","1472419020","US","kyocera KYOCERA-C6745","en","en_US"
"e0c56d053679d26f3b8fd64910aa048d","1472337183","US","samsung SM-G930V","en","en_US"
"e27b7811716a736968ac7d56a1dbb221","1472567159","BR","samsung SM-J700M","en","pt_BR"
"fc48441b780c433aeae6174982d06bf8","1472526417","US","samsung SAMSUNG-SM-G530AZ","en","en_US"
"e9daffeeb6aa6f44217044b9fdb9896a","1472416559","SE","samsung GT-P5100","en","sv_SE"
"ff52df1f6db1ccedcb9ea79d9a7e3718","1472410561","DE","HUAWEI HUAWEI RIO-L01","de","de_DE"
"eaff14912a98d2cd337a46be19e879b1","1472176322","CA","Acer B1-770","en","en_US"
"eb5f84b158ebcb8d57ff7ac5314c9aff","1472412240","DE","samsung SM-G903F","de","de_DE"
"ed668981036a3cb0de0c6a51b22c76e0","1472565718","US","samsung SM-N900V","en","es_US"
"efc087bc24d115518acdba1efda12f47","1472414580","ES","samsung SM-T580","en","es_ES"
"f31e5b496a68052b8f3c78e76a816487","1472687277","US","zte Z793C","en","en_US"
"f65626f2be2be7d7605c5693d1f8b790","1472386261","BR","samsung SM-G530H","en","pt_BR"
"f7d79c7d09792198702ba5e34fa08fa5","1472187002","US","LGE LG-K120","en","en_US"
"feec51c9804be4fb5e71596a6ed79e5f","1472219464","IT","samsung SM-G935F","en","it_IT"
"00d45ac77214362428e2d005ace811c1","1472607598","AU","samsung SM-T810","en","en_AU"
"01beee35a84b7524e441063d2163d17b","1472112062","DE","samsung GT-I9195I","de","de_DE"
"022772ed42ef34953d57c65e36c4a6ec","1471827126","US","LGE LGUS375","en","en_US"
"02d10bbab7be015b0227e9fc8dba7fc2","1471741447","AU","LENOVO Lenovo B6000-F","en","en_AU"
"02ff0fc7e4fd3c0b5b38866aac5165e4","1471999563","US","LGE VK810 4G","en","en_US"
"02935d049c9c5f01c49e1d4d1a933c0c","1471739766","US","samsung SM-T116NU","en","en_GB"
"037f836731e0f299e68367294a2bd1f8","1472057704","FR","asus P023","fr","fr_FR"
"05e9ec0f50de22d1c79efb7cd968038b","1471924444","US","samsung SM-G900T","en","en_US"
"0786e50936a973549f601b79a95a0ba3","1471786028","US","HTC 0PM92","en","en_US"
"07d47efeb73575334dcfcc1668c8bfdd","1472101982","GB","Sony E5823","en","en_GB"
"08527eb926c8c486ecab594ad8203c15","1471987565","NL","WIKO FEVER","en","nl_NL"
"05ecfd120ddf45ac81c9d23a17b9fb85","1472124603","DE","Lenovo Lenovo A7600-H","ru","ru_RU"
"07ba5ca77a711481c17c7d939a6f279b","1471822926","US","samsung SAMSUNG-SM-N900A","en","en_US"
"08ffc297983010140550eb8fbe4ee771","1472117236","ES","WIKO ROBBY","en","es_ES"
"091a772e82d2103443028f39538a6ceb","1471787215","AT","samsung SM-G920F","de","de_AT"
"0afd312f0e5c0eae0fb2f904f983ed2e","1471867685","GB","Acer B1-830","en","en_US"
"0c36b1f06756c2a10f0222b2c2eab4e8","1471733768","GB","samsung SM-G530H","en","ar_AE"
"0a298c68fec3110b55e82ca6cc1cf316","1471636269","US","LGE VK410","en","en_US"
"0bc98d2ce4c6ee5d0d27037a9c479144","1471712107","FR","samsung SM-J120FN","fr","fr_FR"
"0c34ddd0b7a5a598d1fc97748a617d2e","1471668488","US","samsung SM-S765C","en","en_US"
"0dafbb877a5f588dbd3a17df6e67baab","1471817047","US","Coolpad 5560S","en","en_US"
"0db904296d861dbc249cc2256994b7a2","1471669806","US","asus ASUS ZenFone 2E","en","en_US"
"0e37fc79ca3e59b8ec04598db0e44f6d","1472091843","US","motorola XT1254","en","en_US"
"10030796091516128","1470895041","RO","samsung SM-J500FN","en","ro_RO"
"f8bb9f6209f503869db1b5f254272c3b","1472684816","US","samsung SAMSUNG-SM-J320A","en","en_US"
"b3dfb295c52b1bd6a2c17e505e94a442","1472310181","RO","HUAWEI ALE-L21","en","ro_RO"
"b3e60e79f0c96a219bd3638df8bf7ea6","1472320322","BR","motorola MotoE2(4G-LTE)","en","pt_BR"
"f9a4bcc55089f020be2c441d119ad4d2","1472485499","GB","samsung SM-G925F","en","en_GB"
"ff42b9fd368f85293f4a501b65eb1486","1472549758","TR","samsung SM-T110","en","tr_TR"
"b64cd39fe777379e17b9b666cc001e24","1472328960","BR","samsung GT-I8552B","en","pt_BR"
"d10131ac40539c76dc4349a860a305a9","1472684276","US","Acer B3-A20","en","en_US"
"d1a1e0a904c0eb6e4faa8923fa41da33","1472495158","DE","samsung GT-I9195","de","de_DE"
"ba39b918a15b6eccd985482522f455e4","1472655721","NL","LENOVO LIFETAB_S1034X","en","nl_NL"
"bd34e23a15afb8dd1cbe17479084f035","1472200622","TR","samsung SM-J200F","en","tr_TR"
"d89af7c811276dd2bb7a881dae67c044","1472315401","DE","WIKO RAINBOW","de","de_DE"
"be95cc83fa27ed0e8c095d5ef7e86fbf","1472667479","DE","TCL 5022D","de","de_DE"
"d999e96118ab9039c399a548ef27c936","1472568840","DE","samsung SM-G900F","de","de_DE"
"c297efd4b7b5e5f2be6fb5b53ba2a46f","1472475360","GB","samsung SM-G903F","en","en_GB"
"c47395597bebd36b4fffd93daa761449","1472409540","US","samsung SM-T350","en","en_US"
"e0b0dc1b6dd87ef96f6af79125e164bb","1472320021","SE","samsung SM-G920F","en","sv_SE"
"e27b230292dd89a89d5a22492c9b7383","1472415419","US","HTC 0PM92","en","en_US"
"cb80e8ea702f19f1edd468df6ddc7850","1472581439","DE","samsung SM-T230","de","de_DE"
"e67335a0dec64a933df80d25db3cdfc8","1472632557","IT","samsung GT-I9505","en","it_IT"
"e68c1e1476d52ce223aa461555c1c7aa","1472337060","US","samsung SM-G930V","en","en_US"
"e6969df5af516a9020cc88a307c153e1","1472439059","DE","samsung GT-P5210","de","de_DE"
"e72d2e221abcb37247284ec1af238e1f","1472593200","BR","samsung SM-G531H","en","pt_BR"
"e748af72dfa888f1950998439b29e9e4","1472411279","RO","samsung SM-G800F","en","ro_RO"
"e7c408d47bde29e7e1eabb4a83c63b4c","1472493886","NL","samsung SM-G900F","en","nl_NL"
"ce3d35fd65fe481fae0c168020513859","1472564401","BR","samsung GT-I9063T","en","pt_BR"
"ce4fa58acb51e7625587558d61ec8c46","1472665377","RO","LENOVO Lenovo A328","en","ro_RO"
"ce84ad90abb14ec5ca6a8342850d02da","1472261400","US","Alco RCT6213W87DK","en","en_US"
"d04972c49ce580ec1dc373d6136712ed","1472666337","US","samsung SM-G920V","en","en_US"
"ec22e8aa32f337ea1795e007c388264d","1472687515","ES","LGE LG-P710","en","es_ES"
"d48ff44964c2b9d5a966ede1117a5491","1472374327","DE","HUAWEI EVA-L09","de","de_DE"
"d4bcbf33b34dcf8473fd2177c855dab6","1472240941","FR","LGE LG-D722","fr","fr_FR"
"d5b727040f7e3684a9bf4a6fce5d6079","1472678400","US","LGE LGLS665","en","en_US"
"d75c93a64d2b2f805d066f0f66c47307","1472234223","TR","samsung SM-N9000Q","en","tr_TR"
"d7629d3ff80834a3520568a36d1701fc","1472506678","CA","samsung SM-G930W8","en","en_CA"
"d77d88bc67477dbf658bae854a961f8e","1472414282","BR","samsung SM-J320M","en","pt_BR"
"da023dd888dc2bb10782108f2400a75d","1472238363","GB","samsung SM-G935F","en","en_GB"
"f3a4baa3c1c00c41b65b4734b8f0bc7d","1472183222","US","TCL 5054N","en","en_US"
"dc889e968628a90ef9e3dd864eb639d2","1472671556","GB","digiin NX785QC16GE","en","en_US"
"f4affa0a9857845fa11541b300ae88d5","1472414039","CA","LGE LG-D393","fr","fr_CA"
"f5f759a93525d603448dd31d05c741b6","1472254921","DE","ZTE ZTE Kis 3","de","de_DE"
"f86751b08143ff54ba6167872f5638be","1472673177","GB","samsung SM-G531H","en","en_GB"
"e219a07941a32dc80622380d026d949b","1472251441","RO","samsung GT-I9505","en","ro_RO"
"e2b4361c49fac080549236ad9151353b","1472493178","US","ZTE Z828","en","en_US"
"e2f5415d77d9e953162682dcbd5f1cf5","1472481959","FR","samsung SM-T560","fr","fr_FR"
"e34c118443c60763add7f097b5aef349","1472502838","BR","samsung SM-J500M","en","pt_BR"
"e728be4ec5aa1749dd2b17a89d2ffe3f","1472372821","US","samsung SCH-I545","en","en_US"
"eb1bdad702bf5c5b84d3fb583636bb4e","1472672878","US","samsung SM-G900V","en","en_US"
"ecd4cd1a835cd7ab9b274ada4c07f0f0","1472176346","BR","samsung GT-S7273T","en","pt_BR"
"ef1c9c0e06c313f7909ef1254fc22c6a","1472238061","DE","samsung SM-G900F","en","ar_AE"
"f8728cd7945225e65d99177e1b783de2","1472585218","US","Alco RCT6773W22B","en","en_US"
"faf23ae03c0054a67fdf30ed30969296","1472214785","IT","samsung SM-G925F","en","it_IT"
"fb94d6c7e36038ee30e9b73924ce0298","1472246975","US","LGE LG-D415","en","en_US"
"ffe9aecd96154f72899ba9f4efd4b28c","1472429279","US","asus ASUS MeMO Pad 7","en","en_US"
"0041bf4d14fab56b96aa0b678787e9bc","1472122803","GB","samsung SM-G920F","en","en_GB"
"008b3acd469b286ff8218939aa0a3efb","1472051943","GB","Sony F5121","en","en_GB"
"006e7abe1731f8a7cd139a3ca171856d","1471718228","US","BN LLC BNTV400","en","en_US"
"0027f8a58dcbfe075dd642df52c60708","1472142303","DE","samsung GT-I9301I","de","de_DE"
"00415b0ea4c4c6dad77bd3175eb87e07","1472145662","DE","samsung SM-G920F","de","de_DE"
"009e630f26f915963e564145050b580a","1472068262","ES","samsung GT-I9060","en","es_ES"
"011db1660a0915f3392dd4b2f8522e43","1472118002","PL","Sony D2303","en","pl_PL"
"010e1651ac7772438fcbff77fde12366","1471796407","FR","iNet MPDC9000","fr","fr_FR"
"01b5b946ab9cce5c44cdca563ec88228","1471835886","US","samsung SAMSUNG-SM-G890A","en","en_US"
"02721567e934c68a21ec0029464f8a13","1471936144","US","LGE LGMS330","en","en_US"
"0270cd7321e15d04e6cd455156bd6ae5","1472057104","US","samsung SAMSUNG-SM-G935A","en","en_US"
"02c2e50e212c2bff53711db20ff7bf84","1472060462","US","Quanta QMV7B","en","en_US"
"01cc9e92b73188a5f276e2127c11dbb6","1471719609","DE","samsung SM-G925F","de","de_DE"
"02c041376039c401876e8801189ae713","1471836211","US","kyocera C6743","en","en_US"
"039a53a31cbdcd88187ce461fff67770","1471639328","TR","ZTE TURKCELL T50","en","tr_TR"
"043d9a204e58e5bc216f39620e7089cf","1472111522","US","samsung SM-N930P","en","en_US"
"048f417df32e444cc90909307028e1b0","1471813746","FR","YEZZ ANDY_5EI","fr","fr_FR"
"06774296454a40d6348a201cec9361a6","1472565599","IT","HUAWEI ALE-L21","en","it_SM"
"065e7f5e201f370d9ae37ff5a0567623","1471779487","NL","LGE LG-H815","en","nl_NL"
"05be66c0cf02b052b0ea862e6402f8aa","1471875665","US","HUAWEI MT2L03","en","en_US"
"04910b480561e00a4fb6123c556a7a25","1472063704","DE","HUAWEI HUAWEI CRR-L09","de","de_DE"
"04ab2c691deb345596a1c2794b9d7cbf","1471636627","US","samsung SM-N900T","en","en_US"
"07d18d623605ec339409d076caf0b803","1471903624","SE","samsung SM-T550","en","sv_SE"
"0565a270aeb6ac1ba3909e0eb225de74","1471659487","US","samsung SAMSUNG-SM-G530AZ","en","en_US"
"0833f64fe610ed75b561ee3757bfaac4","1471902064","BR","samsung SM-J110M","en","pt_BR"
"084fb4372b2f4bf1439ae2337a28b5eb","1471956364","US","LGE LGMS428","en","en_US"
"11428618088756374","1471423977","US","samsung SM-G360T1","en","en_US"
"11f80ac50f5e0225f0f647591b45e56d","1471636749","GB","HUAWEI Kestrel","en","en_GB"
"12223148990571678","1471198368","US","samsung SM-T530NU","en","en_US"
"11192842317882400","1470057814","DE","samsung GT-I9195","de","de_DE"
"11736621162706045","1471299601","US","Quanta QTAQZ3","en","en_US"
"11374913345185915","1470757470","DE","HUAWEI HUAWEI SCL-L21","en","bg_BG"
"11692784246932560","1471231421","IT","samsung SM-N9005","en","ro_RO"
"11941121286366226","1471541370","FR","Enspert CINK PEAX","fr","fr_FR"
"11985476533621772","1471043144","ES","samsung SM-G530FZ","en","es_ES"
"12445352714355729","1470944167","SE","samsung SM-T561","en","sv_SE"
"12485053917963288","1471292986","PL","LGE LG-K120","en","pl_PL"
"1158c85338fe70a85493f127f0bfeee2","1471985763","US","LGE VK700","en","en_US"
"12573224748053659","1471121879","US","motorola XT1585","en","en_US"
"12605543869658244","1471480508","TR","samsung SM-E700F","en","tr_TR"
"11683239352915059","1471186347","GB","samsung GT-N8010","en","en_GB"
"12960661220492350","1471502953","AT","samsung SM-A310F","de","de_AT"
"12173155847705808","1471037876","FR","samsung SM-G531F","fr","fr_FR"
"11628183999738933","1470780472","US","samsung SM-G930T","en","en_US"
"11927163458286681","1471379413","GB","Sony SGP311","en","en_GB"
"12098041107612890","1471078744","DE","samsung GT-I9505","de","de_DE"
"12463392252441777","1471369834","ES","Vodafone VFD 600","en","es_ES"
"12620723758535916","1470253777","DE","Sony SGP521","de","de_DE"
"12568720197219491","1471082411","DE","WIKO LENNY","de","de_DE"
"12012069096436907","1471572384","CA","LGE Nexus 4","fr","fr_FR"
"1265788627895460","1471150585","GB","samsung GT-I9500","en","en_US"
"12925110391116896","1471300510","US","motorola XT1254","en","en_US"
"11862169046537467","1471023777","DE","Sony Ericsson LT26i","de","de_DE"
"11881066621023468","1471008039","GB","samsung SM-T530","en","en_GB"
"12162945700668522","1470912301","FR","samsung SM-G350","fr","fr_FR"
"12207819621950520","1471418048","FR","samsung GT-I9060I","fr","fr_FR"
"12a61c6d28e77ef1ca516c8e31061ebc","1471723688","ES","HUAWEI HUAWEI Y560-L01","en","es_ES"
"13532777989076139","1471291020","US","LGE LGMS345","en","en_US"
"12191193477321851","1471286717","PL","LGE LG-H525n","en","pl_PL"
"12340186130171108","1470354098","US","vsn V.35","en","en_US"
"12882730664662044","1471474431","US","samsung SM-J320V","en","en_US"
"12949963362358384","1471431728","US","LGE LGL52VL","en","en_US"
"12354138461320380","1471037140","FR","samsung SM-T230","fr","fr_FR"
"12550986184688732","1471441071","FR","HTC HTC Desire 620","fr","fr_FR"
"12666256582739151","1470482850","DE","samsung SM-G800F","de","de_DE"
"1304557757293743","1470593467","DE","samsung SM-J320F","de","de_DE"
"13213663166608635","1471468778","US","LGE LG-H343","en","en_US"
"13391549200827575","1471536176","GB","samsung SM-G920F","en","en_GB"
"13412811758629936","1470184902","CA","Hipstreet 10DTB12","fr","fr_CA"
"13627940277879823","1471445636","GB","samsung SM-A300FU","en","bg_BG"
"136afdfe1b914c9830ab4a4ac7f222d3","1471939024","GB","samsung SM-T550","en","en_GB"
"13b5ba3a8284e9ef9fc8597089938b9a","1471979524","US","LGE VS810PP","en","en_US"
"14021427326285029","1471184955","IT","samsung SM-G360F","en","it_IT"
"12930970181878906","1471310576","US","samsung SM-T230NU","en","en_US"
"12957238710969411","1471007308","AU","LENOVO Lenovo B6000-F","en","en_AU"
"12815846930232513","1470680473","US","Alco RCT6213W87DK","en","en_US"
"128e00526051b2cf5c3fec62d8776b61","1471835044","US","ZTE Z959","en","en_US"
"13963569522218202","1470477440","US","samsung SM-T217S","en","en_US"
"13958168678593735","1471330482","US","samsung SGH-T889","en","en_US"
"13523838042678359","1471175490","DE","samsung GT-P5110","de","de_DE"
"12992c6fd13296930ef319b23729e13f","1472075584","US","samsung SM-N930P","en","en_US"
"12ede6b8a89ac7b5c1518d67ac8e9e2a","1471667348","US","TCL 7040N","en","en_US"
"13720912923174019","1470422512","DE","samsung GT-I9195","de","de_DE"
"13742122948596915","1471207975","US","LGE LGMS631","en","en_US"
"13758249133057148","1471383603","DE","Sony E6653","de","de_DE"
"12f2fff72565e647ca4a380ab0455df5","1471901104","US","LGE LGLS770","en","en_US"
"1304e0ec2c0f674578515f428db3ac54","1471812367","DE","samsung GT-I9105P","de","de_DE"
"13109661301224543","1471050951","CA","LGE LG-D852","en","en_CA"
"13183083849626673","1470950418","DE","samsung SM-G903F","de","de_DE"
"14047044563362960","1470262334","US","zte N9518","en","en_US"
"14962386033624145","1471462369","RO","samsung SM-T113","en","hu_HU"
"14bea414490c134e670c15ac3048ce2b","1471731307","US","samsung SM-G900V","en","en_US"
"13283357611938867","1471163431","DE","HUAWEI HUAWEI Y625-U51","de","de_DE"
"14289666288550960","1471086369","DE","samsung SM-G935F","de","de_DE"
"1422264798569512","1471102797","US","samsung SM-G360T1","en","en_US"
"14302299512382645","1470240396","US","kyocera C6725","en","en_US"
"13609939775030316","1471560238","BR","samsung SM-J120H","en","pt_BR"
"14492429223502918","1470158772","US","ZTE Z959","en","en_US"
"1454592498431124","1470517125","DE","samsung SM-G920F","de","de_DE"
"13832058272863424","1471458548","US","zte N9130","en","en_US"
"14434329272329221","1471396044","BR","samsung SM-A700FD","en","pt_BR"
"15401815f94487885dfcdfb97e5b8ddb","1471865405","TR","GENERAL MOBILE etab5","en","tr_TR"
"1333952c07f8ee15eb8ad49f8cb28593","1472156642","GB","samsung SM-T533","en","lt_LT"
"15418079161701571","1471385411","US","samsung SM-J700M","en","pt_BR"
"15456666276963344","1471213425","FR","alps M12","fr","fr_FR"
"1352879944889537","1470960021","GB","asus P022","en","en_GB"
"13629602932847661","1470419193","DE","Vodafone Vodafone Smart Tab 4","de","de_DE"
"13944868239701242","1470748874","US","samsung SM-G920R4","en","en_US"
"14b4b4d5bec5c91074fffccf9746f35d","1471784108","US","samsung SAMSUNG-SM-G920A","en","en_US"
"13927363165791457","1471193475","TR","Fly IQ4511 TR","en","tr_TR"
"1578360079418369","1471179708","FR","samsung GT-I9515","fr","fr_FR"
"15814566779131089","1470600017","PL","samsung GT-I9505","de","de_DE"
"13980877205374028","1471455759","BR","motorola XT1022","fr","pt_BR"
"15056167943144546","1471114636","US","TCL Alcatel_4060A","en","en_US"
"10307060686746657","1470874447","US","samsung SAMSUNG-SM-G900A","en","en_US"
"10350938083636288","1471468602","DE","WIKO JIMMY","de","de_DE"
"10067758533207210","1470185691","CA","motorola XT1563","en","en_CA"
"10118087991165994","1470123124","FR","samsung SM-G930F","fr","fr_FR"
"10450005868729585","1471188104","US","samsung SAMSUNG-SM-G900A","en","en_US"
"10053859896300728","1471347766","US","LGE LGL15G","en","en_US"
"10491092954698932","1471361522","ES","Orange Orange Roya","en","es_ES"
"10327372629079165","1470058771","FR","asus K00F","fr","fr_FR"
"10121725712561354","1471198851","ES","samsung SM-G930F","en","es_ES"
"10580338813113411","1470995924","FR","samsung GT-N8010","fr","fr_FR"
"10617443743257625","1471551204","FR","samsung SM-J320FN","fr","fr_FR"
"10629398542402752","1471280753","US","samsung SM-P905V","en","en_US"
"10722188835173448","1471171296","IT","LGE LG-H420","en","it_IT"
"10415689003131920","1471208281","US","Alco RCT6773W22B","en","en_US"
"10244352893051961","1471480209","CA","LGE Nexus 5","en","en_US"
"10315492190336193","1471379994","TR","samsung SM-A800F","en","tr_TR"
"10544085428614397","1471218993","US","LGE LG-K373","en","en_US"
"10143ebabad3460580ed4c7c12ead5ee","1471821065","US","ZTE Z958","en","en_US"
"10265359634764953","1471602162","DE","samsung SM-T530","de","de_DE"
"10291534075626622","1471465903","AT","samsung GT-P5210","de","de_AT"
"11018045772022811","1471170039","NL","samsung SM-T800","en","nl_NL"
"10673019964691646","1471204606","US","motorola XT1585","en","en_US"
"10860760322737170","1470340395","DE","samsung SM-G935F","de","de_DE"
"10344148281980029","1470933113","AT","samsung GT-P3100","de","de_AT"
"1084201494910020","1470663815","US","samsung SM-T110","en","en_US"
"11112193731085459","1471017830","US","motorola XT1028","en","en_US"
"11185555907638442","1471116328","US","Tianshi Digi-Land NS-P10A7100","en","en_US"
"10543140941927470","1471300072","US","samsung SM-N900T","en","en_US"
"10595954832098379","1471044664","US","samsung SGH-T889","en","en_US"
"10883746617955527","1470044582","US","LGE LGUS375","en","en_US"
"11301096894948405","1471345993","US","samsung SAMSUNG-SM-J320A","en","en_US"
"11191864651846840","1471495236","US","LGE LGMS330","en","en_US"
"10994709361353982","1470678711","DE","HUAWEI HUAWEI VNS-L31","de","de_DE"
"10764761832375448","1470913121","FR","samsung SM-G531F","fr","fr_FR"
"1108000900777084","1471124582","US","HTC HTC Desire 626s","en","en_US"
"1109203406955723","1470131283","SE","samsung SM-G920F","en","sv_SE"
"11536412756137056","1471212189","IT","samsung SM-T535","en","it_IT"
"10992277850936501","1471471926","RO","samsung SM-G900F","en","ro_RO"
"1168973955171331","1471198289","CA","motorola XT1563","en","en_CA"
"11114977719428219","1471228874","US","zte N9518","en","en_US"
"11195380976719066","1470898582","GB","samsung SM-A310F","en","en_GB"
"10b61a570682672b3d213f762172866d","1472083262","IT","DIGILAND DL5003QL","en","it_IT"
"1110465305085128","1471497999","TR","samsung SM-N9000Q","en","tr_TR"
"11d6c30d54cc12b27a65cdb6b9c5925f","1472013064","US","samsung SM-N910V","en","en_US"
"11353654059734245","1470321192","DE","samsung SM-T530","de","de_DE"
